Txhash,Blockno,UnixTimestamp,DateTime,From,To,ContractAddress,Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $4297.34/ETH,TxnFee(ETH),TxnFee(USD),Method,Status,ErrCode,
0x59e73ebcb8013f358b0ad953d3b716901bb3dbb3c90598e8731b9bdce6c11fc1,6985807,1637753881,2021-11-24 11:38:01,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,,0x27ab5848c5bf127b9fc8e6e6583b324ca5b2253e,0,0,0,0.000417076736325222,1.79232054207983,Accepire-BT Contract,,,
0x08273d7a10499ec1c36547217366d94e870edce654c85fdab20f146a35f0e0dc,6985809,1637753881,2021-11-24 11:38:01,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0x27ab5848c5bf127b9fc8e6e6583b324ca5b2253e,,0,0,0,0.000016149885996766,0.0694015510893424,Set Sales Agreement,,,
0x616895fc194544e21cb58c4a67a8f9d8666f992fe4e7f44ddf7435159240db2b,6985814,1637753881,2021-11-24 11:38:01,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0x27ab5848c5bf127b9fc8e6e6583b324ca5b2253e,,0,0,0,0.000023265520985538,0.0999798539519919,Add Order,,,
0xf6b0c26b64b7b82696b31d48a007543048ba3cea395c3225c0813ef1fa7123eb,6985820,1637753881,2021-11-24 11:38:01,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0x27ab5848c5bf127b9fc8e6e6583b324ca5b2253e,,0,0,0,0.000016239833801812,0.0697880873898788,Create Invoice,,,
0x246f247737ee7292fe47d5022e85dc72d4677af2e83d1af0916181e708f79f35,6985830,1637753881,2021-11-24 11:38:01,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0x27ab5848c5bf127b9fc8e6e6583b324ca5b2253e,,0,0,0,0.000009459635671483,0.0406512707564908,Confirm Invoice,,,
0x21c33e6cd11ad4a996a059e458cd70c4813e89fde0ff707a854c1d055f30e470,6985832,1637753941,2021-11-24 11:39:01,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0x27ab5848c5bf127b9fc8e6e6583b324ca5b2253e,,0,0,0,0.00000946137303945,0.0406587368173501,Confirm Order,,,
0xf9557959ce706c410f8f7512f2b4734f30a8082fbfd3541c2389f8c1a72974fb,6985836,1637753941,2021-11-24 11:39:01,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0x27ab5848c5bf127b9fc8e6e6583b324ca5b2253e,,0,0,0,0.00001821885196724,0.0782926013128991,Set Financial Agreement Parties,,,
0x491d35d6cb044177aaf4616eb5777a82692bec4afe83413c98f037d298189ef8,6985840,1637753941,2021-11-24 11:39:01,0x9049ce69906d3cd891556810c39f09ea921fc087,0x27ab5848c5bf127b9fc8e6e6583b324ca5b2253e,,0,0,0,0.000007364390710083,0.0316472907740681,Confirm Financial Agreement,,,
0x58e67423c8cbee07347e9d644a11833fb28751b7daa572da580d9ca6b7876284,6985844,1637753941,2021-11-24 11:39:01,0x9049ce69906d3cd891556810c39f09ea921fc087,0x27ab5848c5bf127b9fc8e6e6583b324ca5b2253e,,0,0,0,0.000018659238334971,0.0801850912664043,Set LC Agreement,,,
0x62e61be0e98edcbcb9aa51486dbe8f3f98608a23361524437bef3a62ccc9f3f5,6985845,1637753941,2021-11-24 11:39:01,0x9049ce69906d3cd891556810c39f09ea921fc087,0x27ab5848c5bf127b9fc8e6e6583b324ca5b2253e,,0,0,0,0.000009601881373356,0.0412625489009777,Add Document,,,
0x2486b01e0e503daa6426ec3a2e4377e1ea24f1ec2e6c3bdee77d09d68db640df,6985850,1637754001,2021-11-24 11:40:01,0x1131e2a8ab95fb76ddea099b7ba4532e2105ae25,0x27ab5848c5bf127b9fc8e6e6583b324ca5b2253e,,0,0,0,0.00000961908859861,0.0413364941983507,Validate Document,,,
0xa9585e1dbf7ddeaf15d4242719db28ac8e2f546a04cd57f9a7ad7a4bd8df629a,6985852,1637754001,2021-11-24 11:40:01,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0x27ab5848c5bf127b9fc8e6e6583b324ca5b2253e,,0,0,0,0.000024136389683248,0.103722272841409,Set Shipping Agreement,,,
0x1ce3e8d0ae3315a0dd62ff0b098b93500324e3c5b7dabd344f1a196f8f976890,6985856,1637754001,2021-11-24 11:40:01,0x00b73d5f916c2f010e391d0ea39b8ed95dc8d9a6,0x27ab5848c5bf127b9fc8e6e6583b324ca5b2253e,,0,0,0,0.000007364161835261,0.0316463072211405,Verify Goods,,,
0xe8fcdbe1b02e30f6d00774c637844a7bba070e432fb6ba957403fccde4e17369,6985861,1637754001,2021-11-24 11:40:01,0x413209e0c7b8bede4d6a510a8282fd7e92811eee,0x27ab5848c5bf127b9fc8e6e6583b324ca5b2253e,,0,0,0,0.000007379922987776,0.0317140382522893,Verify Goods,,,
0x9fa0fb93a27930b3894431f32b2ffa1aef8337f547a213606ffa464b692e6c08,6985867,1637754001,2021-11-24 11:40:01,0x209b153a796c1924b675e5cd9476384cd38e9387,0x27ab5848c5bf127b9fc8e6e6583b324ca5b2253e,,0,0,0,0.000007367761412007,0.0316617758262742,Initiate Shipment,,,
0xa0198df4343dfd318625d0f38e9f6c930b8dca7dced40f64362fe3684aebe7ce,6985869,1637754001,2021-11-24 11:40:01,0xe323b722518c16b903eb840d6ee00c504bfec25b,0x27ab5848c5bf127b9fc8e6e6583b324ca5b2253e,,0,0,0,0.000007380328720415,0.0317157818233882,Verify Goods,,,
0x4a2249c9d73b6703f4b0f5234e9b571bc623d6cde2afd5aa097b334d4df2c923,6985874,1637754061,2021-11-24 11:41:01,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0x27ab5848c5bf127b9fc8e6e6583b324ca5b2253e,,0,0,0,0.00000737965249935,0.0317128758715567,Confirm Shipment,,,
0xf85e95cdb132d4f68abacc4707ab6a7a62869174af3560d0f16b7d04e30da885,6985879,1637754061,2021-11-24 11:41:01,0x9049ce69906d3cd891556810c39f09ea921fc087,0x27ab5848c5bf127b9fc8e6e6583b324ca5b2253e,,0,0,0,0.000017018497156459,0.0731342685703375,Set Payment Agreement,,,
0xf4b965f0ad4f48cd28d53171df660e7dc1a66666cc1c40185eb12d0648945ce4,6985883,1637754076,2021-11-24 11:41:16,0x9049ce69906d3cd891556810c39f09ea921fc087,0x27ab5848c5bf127b9fc8e6e6583b324ca5b2253e,,0,0,0,0.00000735135524863,0.0315912729641476,Initiate Payment,,,
0x24819dede20ae44f6dce48bc20825e1029699da04492d25636949edd52313c22,6985885,1637754076,2021-11-24 11:41:16,0x1131e2a8ab95fb76ddea099b7ba4532e2105ae25,0x27ab5848c5bf127b9fc8e6e6583b324ca5b2253e,,0,0,0,0.00000735093911259,0.0315894846860975,Processpayment,,,
0x1f6a0098bfeb37dd44ddb946634f416995646c27c2936c9d5726d9408c2e0674,6985889,1637754076,2021-11-24 11:41:16,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0x27ab5848c5bf127b9fc8e6e6583b324ca5b2253e,,0,0,0,0.000007366585827694,0.0316567239407825,Payment Received,,,