Txhash,Blockno,UnixTimestamp,DateTime,From,To,ContractAddress,Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $4244.66/Eth,TxnFee(ETH),TxnFee(USD),Method,Status,ErrCode,
0x7f6a10c3a0ea0f5b64639ef0b7a12dbb376fe5f9c3086a9432547da75ed112ff,135457,1637723680,2021-11-24 03:14:40,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,,0xcf8cdbcef7adc3714c291b3119a8cdaf81218ee1,0,0,0,0.000000051807482525,0.000219905148774567,Accepire-BT Contract,,,
0xfef87236f03895d68856175224d6ac66039763e046f2b5d40b6a71a3dafc553f,135458,1637723680,2021-11-24 03:14:40,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0xcf8cdbcef7adc3714c291b3119a8cdaf81218ee1,,0,0,0,0.000000001119605923,0.000004752346477121,Set Sales Agreement,,,
0x188acb11767a9292a2c9efbe834287e033a97925c24160fdacd4a30b70e8d89e,135459,1637723680,2021-11-24 03:14:40,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0xcf8cdbcef7adc3714c291b3119a8cdaf81218ee1,,0,0,0,0.000000001948363819,0.000008270141967957,Add Order,,,
0x4ea3e25058e4f802ec896c77b2a2c8344c1931967a5cf7e5eab399e259293e5c,135460,1637723680,2021-11-24 03:14:40,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0xcf8cdbcef7adc3714c291b3119a8cdaf81218ee1,,0,0,0,0.000000001128116595,0.000004788471386133,Create Invoice,,,
0xf014dec8b661edb537f4efbcb5a296bf104ff1cd2d41211c82d9d8c5c468a9e1,135461,1637723680,2021-11-24 03:14:40,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0xcf8cdbcef7adc3714c291b3119a8cdaf81218ee1,,0,0,0,0.000000000466081723,0.000001978358446349,Confirm Invoice,,,
0x9be5053165a18540342a3564104eeb644e79fd4e77b760db0e783faceabdb033,135462,1637723680,2021-11-24 03:14:40,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0xcf8cdbcef7adc3714c291b3119a8cdaf81218ee1,,0,0,0,0.000000000511441723,0.000002170896223949,Confirm Order,,,
0x366ced960a34296ad9b39fe06cca7a9661ae2fa7c566f8cbe0d2785b91acfc7c,135463,1637723680,2021-11-24 03:14:40,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0xcf8cdbcef7adc3714c291b3119a8cdaf81218ee1,,0,0,0,0.000000001415605923,0.000006008765837121,Set Financial Agreement Parties,,,
0xad9e96a877bf93d5ce5614f451069c6304d5cf3f850395b681ba7920d2415ca5,135464,1637723680,2021-11-24 03:14:40,0x9049ce69906d3cd891556810c39f09ea921fc087,0xcf8cdbcef7adc3714c291b3119a8cdaf81218ee1,,0,0,0,0.000000000338031723,0.000001434829733349,Confirm Financial Agreement,,,
0x084ed067820188a11ecdbf30a33d88fad69a7fe6157a6ed4e7358e5f4792de0f,135465,1637723680,2021-11-24 03:14:40,0x9049ce69906d3cd891556810c39f09ea921fc087,0xcf8cdbcef7adc3714c291b3119a8cdaf81218ee1,,0,0,0,0.000000001390849787,0.000005903684456887,Set LC Agreement,,,
0xfc74cff4723a47ae832b5f17c3366dab02972abd2662b626636c9ec4f7b378d3,135466,1637723680,2021-11-24 03:14:40,0x9049ce69906d3cd891556810c39f09ea921fc087,0xcf8cdbcef7adc3714c291b3119a8cdaf81218ee1,,0,0,0,0.000000000530223235,0.000002250617356675,Add Document,,,
0xa0b2071968f0c9608d2402405ac12d36911fe11ae086a78d8485c5b205b24990,135467,1637723680,2021-11-24 03:14:40,0x1131e2a8ab95fb76ddea099b7ba4532e2105ae25,0xcf8cdbcef7adc3714c291b3119a8cdaf81218ee1,,0,0,0,0.000000000517263235,0.000002195606563075,Validate Document,,,
0xf53074ff863b3b6ecb0b2cf852f6989d951b4523aa4a3b6904982f4d12043968,135468,1637723680,2021-11-24 03:14:40,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0xcf8cdbcef7adc3714c291b3119a8cdaf81218ee1,,0,0,0,0.000000001935751253,0.000008216605913559,Set Shipping Agreement,,,
0x308c51b2bbfbaa8bef2f251cd6ee92f27e73e58dd7d4dc5582cdce3afd456f2c,135469,1637723680,2021-11-24 03:14:40,0x00b73d5f916c2f010e391d0ea39b8ed95dc8d9a6,0xcf8cdbcef7adc3714c291b3119a8cdaf81218ee1,,0,0,0,0.000000000315521723,0.000001339282436749,Verify Goods,,,
0x3631075704728ca964b725773c760e4baf8583d17f8dadac9e6210b83cbe58ff,135470,1637723680,2021-11-24 03:14:40,0x413209e0c7b8bede4d6a510a8282fd7e92811eee,0xcf8cdbcef7adc3714c291b3119a8cdaf81218ee1,,0,0,0,0.000000000361071723,0.000001532626699749,Verify Goods,,,
0x9801bcc2d30c86bf549c157de6698b0a59e36ac7d7a3550772a5fb95bcdf703e,135471,1637723680,2021-11-24 03:14:40,0x209b153a796c1924b675e5cd9476384cd38e9387,0xcf8cdbcef7adc3714c291b3119a8cdaf81218ee1,,0,0,0,0.000000000400341723,0.000001699314497949,Initiate Shipment,,,
0x54e233b05ffe14a6b59d64a545ed166ead4c54485cbeba2f21834fc6223e2e6e,135472,1637723680,2021-11-24 03:14:40,0xe323b722518c16b903eb840d6ee00c504bfec25b,0xcf8cdbcef7adc3714c291b3119a8cdaf81218ee1,,0,0,0,0.000000000361551723,0.000001534664136549,Verify Goods,,,
0xd196a452169f3d44c62fc7af95afaf39c3b71f3a5fafae7a3d0ff0a97e6c0412,135474,1637723680,2021-11-24 03:14:40,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0xcf8cdbcef7adc3714c291b3119a8cdaf81218ee1,,0,0,0,0.000000000339011723,0.000001438989500149,Confirm Shipment,,,
0xcd3269d780c98d9ecff6a227a417faa2c3e8ab1d00284024a8789337227fa77f,135475,1637723680,2021-11-24 03:14:40,0x9049ce69906d3cd891556810c39f09ea921fc087,0xcf8cdbcef7adc3714c291b3119a8cdaf81218ee1,,0,0,0,0.000000001159473651,0.000004921571427454,Set Payment Agreement,,,
0xc3fdd7c0104f3ae9ce526a0c08e98fa9f9caca9595a27ff1f81c5b2e76ae0e16,135476,1637723872,2021-11-24 03:17:52,0x9049ce69906d3cd891556810c39f09ea921fc087,0xcf8cdbcef7adc3714c291b3119a8cdaf81218ee1,,0,0,0,0.000000000361631597,0.000001535003174522,Initiate Payment,,,
0x38a7a0c7a919bcb6fb4a4770264d6a1f606ba4cb541c1740ca810a29ae44ccfb,135477,1637723872,2021-11-24 03:17:52,0x1131e2a8ab95fb76ddea099b7ba4532e2105ae25,0xcf8cdbcef7adc3714c291b3119a8cdaf81218ee1,,0,0,0,0.000000000339571723,0.000001441366509749,Processpayment,,,
0xe3aaac0c2d1170c15640daaf0c6c4c3158ba76e991f3c6659013960e88be5ba8,135478,1637723872,2021-11-24 03:17:52,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0xcf8cdbcef7adc3714c291b3119a8cdaf81218ee1,,0,0,0,0.000000000370401597,0.000001572228842722,Payment Received,,,