Txhash,Blockno,UnixTimestamp,DateTime,From,To,ContractAddress,Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $4085.99/Eth,TxnFee(ETH),TxnFee(USD),Method,Status,ErrCode,
0x3d45da89de3991d909b9ba7457d3e8bf0437e5f383b0a117c7ba29e8eeb81c98,147333,1637936868,2021-11-26 14:27:48,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,,0x6128d709a980deb00781d74f51d0bea5f4859129,0,0,0,0.0000000518079986,0.0002116869641996,Accepire-BT Contract,,,
0xa3b672f4baa099243976e7a1020636811d728ee016e2654528be4c373f4606d1,147334,1637936868,2021-11-26 14:27:48,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0x6128d709a980deb00781d74f51d0bea5f4859129,,0,0,0,0.000000001119613912,0.000004574731248293,Set Sales Agreement,,,
0x91e82d78d7f5a5d960ccddc1f15532d8bb492ad05d5fb91ed6baac3a5b1dc32f,147335,1637936868,2021-11-26 14:27:48,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0x6128d709a980deb00781d74f51d0bea5f4859129,,0,0,0,0.000000001948372936,0.000007961032332767,Add Order,,,
0x1a111c2b9cc8e6171a7fa8cc688abe6367a81b19fb27b9b6d5313368774852bb,147336,1637936868,2021-11-26 14:27:48,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0x6128d709a980deb00781d74f51d0bea5f4859129,,0,0,0,0.00000000112812468,0.00000460950616123,Create Invoice,,,
0x048b8822cbb874255017260fb05f711170c24b0952a5cec5a75e1b4eeb7823ce,147338,1637936868,2021-11-26 14:27:48,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0x6128d709a980deb00781d74f51d0bea5f4859129,,0,0,0,0.000000000466089112,0.000001904435450741,Confirm Invoice,,,
0x19c911391203ba18b8aee3a89b6f3f92e6a845da8fc53f8a7123073d3c8fa573,147339,1637936868,2021-11-26 14:27:48,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0x6128d709a980deb00781d74f51d0bea5f4859129,,0,0,0,0.000000000511449112,0.000002089775957141,Confirm Order,,,
0x4b48421166c164bc8d00d8499b87259d89367fa0a9d27b63ed60da3ac18c7938,147340,1637936868,2021-11-26 14:27:48,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0x6128d709a980deb00781d74f51d0bea5f4859129,,0,0,0,0.000000001415613912,0.000005784184288293,Set Financial Agreement Parties,,,
0x2042d297509cd70de25a35be65a7707dc7f109974051552059e619da5f945cef,147342,1637936868,2021-11-26 14:27:48,0x9049ce69906d3cd891556810c39f09ea921fc087,0x6128d709a980deb00781d74f51d0bea5f4859129,,0,0,0,0.000000000338039112,0.000001381224431241,Confirm Financial Agreement,,,
0x9b7c07a31cf26d12311ff41e38bdab844eaf59ef06a109cc2c2a3c4ec986977d,147343,1637936868,2021-11-26 14:27:48,0x9049ce69906d3cd891556810c39f09ea921fc087,0x6128d709a980deb00781d74f51d0bea5f4859129,,0,0,0,0.000000001390858328,0.000005683033219625,Set LC Agreement,,,
0xad34efec4e96ec8fee7dbf01c59f2e4b8b24f85160bc4ca5f59006d470990ea2,147344,1637936868,2021-11-26 14:27:48,0x9049ce69906d3cd891556810c39f09ea921fc087,0x6128d709a980deb00781d74f51d0bea5f4859129,,0,0,0,0.00000000053023084,0.00000216651790993,Add Document,,,
0x97ce07cf0d72490ceda1864c7145a2ec1f7490d6e32e8b6647892161298d03a7,147347,1637936868,2021-11-26 14:27:48,0x1131e2a8ab95fb76ddea099b7ba4532e2105ae25,0x6128d709a980deb00781d74f51d0bea5f4859129,,0,0,0,0.00000000051727084,0.00000211356347953,Validate Document,,,
0x9b0829c0d71adbe83ae06dcb9420352ae6db03db721f238e9fa62ba0c0e11b83,147348,1637936868,2021-11-26 14:27:48,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0x6128d709a980deb00781d74f51d0bea5f4859129,,0,0,0,0.000000001935761432,0.000007909501853538,Set Shipping Agreement,,,
0x527037708814968ee6119acdcab942a5643b066c5c30e50a788ee7caa3ba8c0a,147349,1637936868,2021-11-26 14:27:48,0x00b73d5f916c2f010e391d0ea39b8ed95dc8d9a6,0x6128d709a980deb00781d74f51d0bea5f4859129,,0,0,0,0.000000000315529112,0.000001289248796341,Verify Goods,,,
0x6e722ad7193eba53b1368cd2b3ad38f76fa8b68ff41bfdbbf6f56dd75de958b1,147350,1637936868,2021-11-26 14:27:48,0x413209e0c7b8bede4d6a510a8282fd7e92811eee,0x6128d709a980deb00781d74f51d0bea5f4859129,,0,0,0,0.000000000361079112,0.000001475365640841,Verify Goods,,,
0x43d18757ed4ef01f64d33139ab020e14c6f7609b87518dc550d0e7bf58410c07,147351,1637936868,2021-11-26 14:27:48,0x209b153a796c1924b675e5cd9476384cd38e9387,0x6128d709a980deb00781d74f51d0bea5f4859129,,0,0,0,0.000000000400349112,0.000001635822468141,Initiate Shipment,,,
0xa78e3e29cd6846923498e4105b2e6d75f7bec45b5ba3924f658a5f17ccc41712,147352,1637936868,2021-11-26 14:27:48,0xe323b722518c16b903eb840d6ee00c504bfec25b,0x6128d709a980deb00781d74f51d0bea5f4859129,,0,0,0,0.000000000361559112,0.000001477326916041,Verify Goods,,,
0xbfb005084605e52e156daa42bb44ce38bdfc35ffb7db1433be47bd47d704812c,147353,1637936868,2021-11-26 14:27:48,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0x6128d709a980deb00781d74f51d0bea5f4859129,,0,0,0,0.000000000339019112,0.000001385228701441,Confirm Shipment,,,
0x16807cf6c005f509a85fafb4b2c71016532bdeca8b96f101339fce34c006ebd7,147354,1637936868,2021-11-26 14:27:48,0x9049ce69906d3cd891556810c39f09ea921fc087,0x6128d709a980deb00781d74f51d0bea5f4859129,,0,0,0,0.000000001159482744,0.000004737634897157,Set Payment Agreement,,,
0xd6f7abf6d84180cc94f7904eecc3f07dbaa91cfdeb09f83fd80587a7976a1bc4,147355,1637936868,2021-11-26 14:27:48,0x9049ce69906d3cd891556810c39f09ea921fc087,0x6128d709a980deb00781d74f51d0bea5f4859129,,0,0,0,0.000000000361638968,0.000001477653206858,Initiate Payment,,,
0xffeb3e973bf28f49693b9008d1440a587c6637c8918654fb20f109170538eb18,147356,1637936868,2021-11-26 14:27:48,0x1131e2a8ab95fb76ddea099b7ba4532e2105ae25,0x6128d709a980deb00781d74f51d0bea5f4859129,,0,0,0,0.000000000339579112,0.000001387516855841,Processpayment,,,
0xb8a870d4da3712ebc7cb0246ecbc6614a87772786ed5b2b631225ebe9fd37329,147357,1637936868,2021-11-26 14:27:48,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0x6128d709a980deb00781d74f51d0bea5f4859129,,0,0,0,0.000000000370408968,0.000001513487339158,Payment Received,,,